编号,标题,链接,内容
17259,"Fermi GBM Triggers 250702B, C, D and E are likely from the same source",https://www.astronomerstelegram.org/?read=17259,"Fermi GBM Triggers 250702B, C, D and E are likely from the same source

ATel #17259;  E. Neights (GWU, NASA GSFC), O. J. Roberts (USRA, NASA MSFC), E. Burns (LSU), P. Veres (UAH) report on behalf of the Fermi-GBM Team: on 2 Jul 2025; 19:48 UTCredential Certification: Oliver Roberts (oliver.roberts@nasa.gov)

Subjects: Gamma Ray, Request for Observations, Gamma-Ray Burst, Transient

Referred to by ATel #:  17261,   17269,   17277,   17282

At 13:09:02.03 UT, Fermi GBM triggered on GRB 250702D and was initially localized to an RA and Dec of 292.9 and 3.6 (19h, 31m, +03,33'; J2000), with an error of 14.7 deg. The light curve shows several peaks occurring over ~60 seconds. 
 
Since then, an additional three bursts have triggered GBM with similar lightcurve characteristics and localizations. The trigger times and localizations are summarized as follows: 
 
GRB Name    MET (s)         Time (UT)       RA (deg)    Dec (deg)    Err (deg) 
 
250702E        773166098    16:21:33.07    286.8         -17.7           11.6       (GCN 40890) 
 
250702C        773160576    14:49:31.91    270.3         1.4              12.7       (GCN 40885) 
 
250702B        773157370    13:56:05.77    286.0         -8.7              7.8        (GCN 40886) 
 
250702D        773154547    13:09:02.03    292.9         3.6              14.7       (GCN 40883) 
 
Despite the similar position lying close to or on the galactic plane, we observe photons in the BGO up to 1 MeV, with the majority of the photons occurring in the 50-300 keV range, which suggest the source may not be a typical galactic source and might be an ultra-long GRB or another source class. If a GRB origin is confirmed, it is 11.5 ks long, making it one of the longest ultra-long GRBs detected. 
 
The combined GBM skymap can be found here: https://zenodo.org/records/15793558. The skymaps are all associated with each other with confidence between 89.2 and 98.5%. 
 
There were no joint-GW detections during these triggered times. 
 
We strongly suggest follow-up of the region to determine the nature of the source over multiple wavelengths."
17257,ASKAP discovery of a high rotation measure repeating Fast Radio Burst source with |RM| > 7000 rad m^-2,https://www.astronomerstelegram.org/?read=17257,"ASKAP discovery of a high rotation measure repeating Fast Radio Burst source with |RM| > 7000 rad m^-2

ATel #17257;  Ziteng Wang (International Centre for Radio Astronomy Research, Curtin University), Apurba Bera (ICRAR, Curtin), Manisha Caleb (University of Sydney), Adam Deller (Swinburne University of Technology, SUT), Tyson Dial (SUT), Marcin Glowacki (University of Edinburgh, Curtin, IDIA), Kelly Gourdji (CSIRO Space & Astronomy), Joscha Jahns-Schindler (SUT), Ryan M. Shannon (SUT), Ben Stappers (University of Manchester), Pavan Uttarkar (SUT), Yuanming Wang (SUT) on behalf of the ASKAP/CRAFT collaboration on 1 Jul 2025; 11:13 UTCredential Certification: Ziteng Wang (ziteng.wang@curtin.edu.au)

Subjects: Radio, Transient, Fast Radio Burst

Referred to by ATel #:  17274

We report the discovery of the new repeating fast radio burst (FRB) source, FRB 20250613A. FRB 20250613A was first identified as a single 12sigma burst with a dispersion measure (DM) of 174.6 pc cm^-3 on 2025 June 13 at 22:22 UTC. The burst was detected during a 10-hour observation for the Evolutionary Map of the Universe survey, using the incoherent sum search mode pipeline. We localised the burst to sub-arcsec precision (R.A. 04h36m33.04(5)s, Decl. -44d31m58.6(4)s) using triggered voltage data and our post processing pipeline (Scott et al. 2023). 
 
We identified a putative host of FRB 20250613A in the Dark Energy Camera Legacy Survey. The host was measured with an r-band magnitude of 22, and a photometric redshift z=0.22(9). Together with the DM, this implies that FRB 20250613A originates from a low-luminosity dwarf galaxy, with a luminosity <~ 4x10^9 L_sun. The initial burst shows band-limited emission and has multiple components (see attached figures) with complex time-frequency structure exhibiting downwards drifting ""sad trombone""-like features, which are typical features of repeating FRBs (Pleunis et al., 2021). We measure the rotation measure (RM) of -7162.3(9) rad m^-2: the fourth highest RM magnitude of all currently known FRBs. The high RM, spectro-temporal features, and dwarf host galaxy motivated prompt follow up to search for repetitions. 
 
We carried out two follow-up observations of FRB 20250613A with the MeerKAT radio telescope using the L-band (856-1712 MHz) receiving system: a 2-hour observation on 2025 June 23 starting at 05:26 UTC and a 6-hour observation on 2025 June 24 starting at 05:55 UTC, under the Director's Discretionary Time Proposal DDT-20250621-AW-01. We detected 16 additional bursts from FRB 20250613A during these observations using the real-time MeerTRAP pipeline (Rajwade et al. 2022), confirming its repeating nature. We are currently working on identifying more bursts in the data as the real time detection pipeline might have been affected by the presence of RFI.  
 
We combined the visibilities from all MeerKAT observations and performed calibration and imaging using oxkat (Heywood, 2020), and separately verified with processMeerKAT. We identified a radio source at the FRB location with a peak flux density of 24.2+/-5.1 uJy/beam. Further analysis is required to determine whether the emission originates from a persistent radio source or is associated with star formation in the host galaxy. 
Given that FRB 20250613A is likely still active, we encourage further observations. 
 
This work uses data obtained from Inyarrimanha Ilgari Bundara/the CSIRO Murchison Radio-astronomy Observatory. We acknowledge the Wajarri Yamaji People as the Traditional Owners and native title holders of the observatory site. CSIRO's ASKAP radio telescope is part of the Australia Telescope National Facility (https://ror.org/05qajvd42). Operation of ASKAP is funded by the Australian Government with support from the National Collaborative Research Infrastructure Strategy. ASKAP uses the resources of the Pawsey Supercomputing Research Centre. Establishment of ASKAP, Inyarrimanha Ilgari Bundara, the CSIRO Murchison Radio-astronomy Observatory and the Pawsey Supercomputing Research Centre are initiatives of the Australian Government, with support from the Government of Western Australia and the Science and Industry Endowment Fund. We would like to thank the Director and the operators of MeerKAT and the South African Radio Astronomy Observatory (SARAO) for the prompt scheduling of the observation. The MeerKAT telescope is operated by SARAO, which is a facility of the National Research Foundation, an agency of the Department of Science and Innovation.

Example of dynamic spectra from ASKAP and MeerKAT"
17250,Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope,https://www.astronomerstelegram.org/?read=17250,"Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope

ATel #17250;  K. W. Davis, R. J. Foley (UCSC) on 27 Jun 2025; 01:08 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the classifications of astrophysical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope obtained on 2025 June 26 UT. The targets were supplied by ZTF and ALeRCE (selected from the ZTF data stream). Targets were identified using the target management platform YSE-PZ (Coulter et al., 2023, PASP, 135, 4501). The classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. 
 
(1) SN2025mhx was previously classified as ""SN Ia-91T"" at z=0.05 by Terwel et al. (2025, TNSCR 2166). With a higher signal-to-noise spectrum and ~2 weeks of evolution, the object shows several spectral lines with absorption velocities more consistent with SNe Iax (~-6000 km/s). We find several matches to SNe Iax, including SN 2002cx, at z=0.04. 
(2) We subtract the 1-dimensional SDSS spectrum of the host and recover a spectrum with several SN Ia features. We measure a Si II 6355 velocity of -11,400 km/s. 
(3) The spectrum shows a blue and mostly featureless continuum with a weak broad emission line consistent with H alpha. 
(4) We measure a Si II 6355 velocity of -12,600 km/s. 
(5) We measure a Si II 6355 velocity of -16,000 km/s."
17236,"SVOM detection of either the high-energy counterpart to the Quasar [VV2006] J131446.6+544804, a new X-ray transient (SVOM J13140+5439), or a GRB",https://www.astronomerstelegram.org/?read=17236,"SVOM detection of either the high-energy counterpart to the Quasar [VV2006] J131446.6+544804, a new X-ray transient (SVOM J13140+5439), or a GRB

ATel #17236;  J. Rodriguez (CEA, France), C. Adami (LAM/Pytheas/AMU, F), J. L. Atteia (IRAP, F), F. Cangemi (APC, F), A. Coleiro (APC, F), B. Cordier (CEA, F), T. Sadibekova, (CEA, F), B. Schneider (LAM, F), U. Jacob (LUPM, F), W. Xie (NAOC, C), L. Zhang (IHEP, C) on 19 Jun 2025; 12:08 UTCredential Certification: Jerome Rodriguez (jrodriguez@cea.fr)

Subjects: Optical, X-ray, Gamma Ray, Black Hole, Gamma-Ray Burst, Quasar, Transient

On 2025-06-12T20:36:00 UTC (hereafter T0), SVOM/ECLAIRs triggered and located an X-ray transient (SVOM burst-id sb25061218) at R.A.(J2000)= 13h14m00.67s and Dec.(J2000)=54d39m29.47s (+/-11.16 arcmin @ 90% confidence, Rodriguez et al. GCN 40712).

During the observation of the event (exposure time = 80s),  the estimated average count rate is about 81 cts/s in the 4-120 keV energy band.  
A preliminary analysis of the (4-120 keV) ECLAIRs data shows the source has a power law like spectrum with a hard photon index Γ=1.5 +/-0.3 (90%) and a 4-120 keV flux of about 1e-8 erg/s/cm2.

In the X-rays, Swift observed the field between T0+5.9ks and T0+7.7ks. Two previously uncatalogued X-ray sources were detected with XRT within the ECLAIRs error box (Evans et al. GCN 40721). Both sources have very low 0.3-10 keV fluxes: ~5e-13 erg/s/cm2 and 1e-13 erg/s/cm2 for sources 1 and 2, respectively.

In Optical, the field was observed with various facilities. No sources were detected down to a 10-σ limit of i>23 with SVOM/Colibri between about T0+10hrs and T0+14hrs (Watson et al. GCN 40724).

The increase of the Optical flux two hours after the SVOM trigger renders the association of the SVOM trigger and the QSO tempting and possible, and in this case the SVOM trigger source would thus be the high-energy counterpart to [VV2006] J131446.6+544804 and Swift source n1, while in a period of enhanced multi-wavelength activity.

While the association of Swift source n1 with the quasar is very likely, the large differences of X-ray fluxes between SVOM and Swift are however puzzling in the context of transient QSO emission. We, thus, do not exclude that the SVOM trigger is a new unrelated X-ray transient source (SVOM J13140+5439), or a real GRB coincident by chance with a flare from [VV2006] J131446.6+544804. Under the latter interpretation, sb25061218 would be a rare example of an X-ray dark GRB.

Multi-wavelength follow-up of the field is encouraged.

The Space Variable Objects Monitor (SVOM) is a China-France joint mission led by the Chinese National Space Administration (CNSA, China), National Center for Space Studies (CNES, France) and the Chinese Academy of Sciences (CAS, China), which is dedicated to observing gamma-ray bursts and other transient phenomena in the energetic universe. ECLAIRs was developed jointly by APC, CEA, CNES and IRAP. MXT has been developed jointly by CNES, CEA, IJCLab, University of Leicester and MPE."
17235,Spectroscopic Classification of Optical Transients with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=17235,"Spectroscopic Classification of Optical Transients with the Lick Shane telescope

ATel #17235;  K. Taggart, R. J. Foley (UCSC) on 18 Jun 2025; 22:43 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Kirsty Taggart (k.taggart@ucsc.edu)

Subjects: Optical, Supernovae

Title: Spectroscopic Classification of Optical Transients with the Lick Shane telescope 
Authors: K. Taggart, R. J. Foley (UCSC)

We report the following classifications of optical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope. The targets were supplied by the Young Supernova Experiment and ZTF. All observations were made on 2025 June 18 UT. Classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. 
Otherwise, the redshift is determined from the host galaxy."
17230,Non-detection at 1.26 GHz of persistent radio source associated with the repeating FRB 20230607A,https://www.astronomerstelegram.org/?read=17230,"Non-detection at 1.26 GHz of persistent radio source associated with the repeating FRB 20230607A

ATel #17230;  D. Pelliciari (IRA-INAF), L. Bruno (IRA-INAF), Y. Bhusare (NCRA-TIFR), G. Bernardi (IRA-INAF), A. Kumar (NCRA-TIFR), B. Lal (NCRA-TIFR), Y. Maan (NCRA-TIFR) on 16 Jun 2025; 09:29 UTCredential Certification: Davide Pelliciari (d.pelliciari@ira.inaf.it)

Subjects: Radio, Transient, Fast Radio Burst

We report on follow-up radio observations to search for a possible persistent radio source (PRS) associated with FRB 20230607A. The latter is a repeater for which an intense bursting activity has been recently reported in Zhou et al. 2025 (arXiv: 2504.11173). Moreover, the bursts from this source presented a rotation measure (RM) of approximately −1.2 × 104 rad m-2 (Zhou et al. 2025). Given the large RM values and the expected relation between the RM and the persistent radio luminosity of a possible persistent counterpart associated with the FRB (Yang et al. 2022, Bruni et al. 2023), this source represents an ideal candidate to search for a PRS. 
 
We observed the field of FRB 20230607A with the upgraded Giant Meterwave Radio Telescope (uGMRT) using the band-5 (1050-1450 MHz) for a total of 4.3 h on 2025 May 27. The total bandwidth was splitted into 4096 channels, each of 97.7 kHz. The sources 3C48 and 2130+050 were used as absolute flux scale and phase calibrators, respectively. We carried out a standard interferometric data reduction using the Common Astronomy Software Applications (CASA; McMullin et al. 2007) package. We then iteratively performed flagging of RFI, bandpass, amplitude and phase calibration. We finally performed a round of phase self-calibration. Imaging was carried out with WSClean (Offringa et al. 2014) by using various weighting schemes. We achieved a final noise level of 15 μJy beam-1 at an angular resolution of 2.5'' × 1.7'' (briggs weighting with robust 0). 
 
We searched for a compact continuum source around the fiducial localization coordinates of FRB 20230607A, being R.A. (J2000) = 21h53m35.0s, Dec. (J2000) = 11&compfn;17'04.20 '' (Zhou et al. 2025), within the 90&percnt; confidence level (C.L.) localization uncertainties, using σR.A. = 44.1'' and σDec. = 66.8'' (Zhou et al. 2025). We didn't detect any possible PRS for a S/N > 3 within the 90&percnt; C.L. localization region. Instead, there is a compact radio source within the 99&percnt; C.L. region having ≈ 100 ± 15 μJy flux density. Its coordinates are R.A. (J2000) = 21h53m33.556s ± 0.005s, Dec. (J2000) = 11&compfn;16'11.83'' ± 0.04 ''. Given that the FRB has not yet been associated with any host galaxy we cannot claim that this is the PRS of the source. Considering a non-detection, our flux density limit of 45 μJy beam-1 converts to an upper limit on the persistent radio luminosity at 1.26 GHz of 5.9 × 1028 erg s-1 Hz-1, when considering z = 0.22 as the redshift of FRB 20230607A (as estimated from the DM of FRB 20230607A, Zhou et al. 2025). Our 3σ luminosity limit is a factor of 2 deeper than the radio power of confirmed PRSs associated with FRBs 20121102A (Chatterjee et al. 2017) and 20190520B (Niu et al. 2022); nevertheless, the candidate PRS associated with FRB 20201124A (Bruni et al. 2023) has a radio power which is a factor 10 lower than our limit. The implications of our non-detection will be discussed in an upcoming paper. 
 
The link below shows the optical i-filter field of FRB 20230607A obtained with the Dark Energy Spectroscopic Instrument (DESI) via the DESI Legacy Imaging Surveys, with overlaid 1.26 GHz radio contours from our uGMRT observations.

Optical and radio image of the FRB 20230607A field"
17225,Spectroscopic Classifications of Optical Transients with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=17225,"Spectroscopic Classifications of Optical Transients with the Lick Shane telescope

ATel #17225;  Kishore C. Patra,  Ryan J. Foley (UCSC) on 6 Jun 2025; 22:03 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Kishore Patra (kcpatra@ucsc.edu)

Subjects: Optical, Supernovae, Transient

We report the following classifications of optical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope. The targets were supplied by Young Supernova Experiment and GOTO. Observations were made on 2025 June 06 UT. Classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy.  
(1) The redshift was determined using narrow emission lines in the spectrum, including H I and [N II].  
(2) We measure Si II 6355 and Ca II near-infrared triplet absorption velocities of -14,100 km/s and -18,600 km/s, respectively."
17223,Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope,https://www.astronomerstelegram.org/?read=17223,"Spectroscopic Classification of Astrophysical Transients with the Lick Shane Telescope

ATel #17223;  R. Kaur, K. C. Patra, K. W. Davis, R. J. Foley (UCSC) on 6 Jun 2025; 03:41 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Kishore Patra (kcpatra@ucsc.edu)

Subjects: Optical, Supernovae, Transient

We report the classifications of astrophysical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope obtained on 2025 June 03 UT. The targets were supplied by the Young Supernova Experiment and ATLAS. Targets were identified using the target management platform YSE-PZ (Coulter et al., 2023, PASP, 135, 4501). The classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. 
(1) We measure a redshift of 0.0713 from a spectrum of the host galaxy, which differs from the NED-listed redshift that was inferred from a friends-of-friends procedure.  The spectrum matches well with SN 1991bg-like SNe Ia at a phase of about 18 days after peak at a redshift of 0.07, consistent with our spectroscopic redshift measurement. We measure a Si II 6355 velocity of -8,100 km/s.  
(2) The observed spectrum is particularly red, and assuming a typical blue spectrum for a young SN, the color can be attributed to dust reddening of E(B-V) ~ 1.2 mag.  The spectrum has broad spectral features consistent with that of a SN Ic-BL soon after peak brightness.  The ATLAS light curve is either still rising or at peak, and so we caution that the phase reported is likely biased by ~7 days.  Correcting for the derived reddening and a Hubble-flow distance accounting for Virgo inflow and the Great Attractor, we find an absolute magnitude of M_o = -19.0 mag, consistent with a SN Ic-BL before peak brightness."
17210,Spectroscopic Classifications of Optical Transients with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=17210,"Spectroscopic Classifications of Optical Transients with the Lick Shane telescope

ATel #17210;  Kishore C. Patra (UCSC),  Ryan J. Foley (UCSC) on 28 May 2025; 22:05 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Kishore Patra (kcpatra@ucsc.edu)

Subjects: Optical, Supernovae, Transient

We report the following classifications of optical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope. The targets were supplied by GOTO and YSE. Observations were made on 2025 May 28 UT. Classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy.  
(1) The redshift was determined using narrow emission lines from the host galaxy, including H I, [N II], [O III], [O II], [O I], and [S II]. For the supernova, we measure Si II 6355 and Ca II near-infrared triplet absorption velocities of -16,500 km/s and -28,000 km/s, respectively. Phase relative to optical peak.  
(2) We observe a blue, featureless continuum. Phase is relative to discovery."
17208,Spectroscopic classification of transients with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=17208,"Spectroscopic classification of transients with the Lick Shane telescope

ATel #17208;  P. Arunachalam, R. J. Foley (UCSC) on 27 May 2025; 21:46 UTCredential Certification: Prasiddha Arunachalam (parunach@ucsc.edu)

Subjects: Supernovae

We report the following classification from spectroscopic observations with the Kast spectrograph on the Shane telescope obtained on 2025 May 18 UT. The targets were supplied by ALeRCE, from the ZTF data stream, and GOTO.  Targets were selected for follow-up observations using the target management platform YSE-PZ (Coulter et al., 2023, PASP, 135, 4501) The classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy.  
(1) Using the reported host redshift, we measure a Si II 6355 velocity of -9500 km/s. 
(2) The spectrum shows a blue continuum with no strong spectral features."
17195,Deep JWST/NIRCam Imaging of FRB 20250316A: Detection of Potential IR Counterparts,https://www.astronomerstelegram.org/?read=17195,"Deep JWST/NIRCam Imaging of FRB 20250316A: Detection of Potential IR Counterparts

ATel #17195;  Peter K. Blanchard, Edo Berger, Daichi Hiramatsu, Walter W. Golay, Harsh Kumar (Harvard/CfA), Brian Metzger (Columbia), Navin Sridhar (Stanford), Kohki Uno (Kyoto) on 20 May 2025; 10:38 UTCredential Certification: Peter Blanchard (pblanchard@cfa.harvard.edu)

Subjects: Infra-Red, Fast Radio Burst

We obtained deep imaging of the location of FRB 20250316A (ATels #17081, #17114) using NIRCam on the James Webb Space Telescope starting at 2025 May 19 at 13:55 UT.  Observations were taken with the extra-wide F150W2 and F322W2 filters, with the science exposure time in each filter totaling 2.6 hours.

We detect two faint point-like sources in the F150W2 filter at the edge of the 1-sigma error ellipse of the CHIME/Outrigger position of FRB 20250316A (ATel #17114).  The sources are not clearly detected in the F322W2 filter.  We measure the following preliminary photometry for the brighter of the two sources: m_F150W2 = 30.12 +/- 0.17 mag.  The second source is detected at roughly the level of the 5-sigma upper limit of m > 30.25 mag.

One of these sources may be an IR counterpart of FRB 20250316A, though given their location of ~0.12 arcsec from the nominal FRB position, it is also possible that a counterpart has not been detected.  At the distance of the host galaxy NGC 4141, the F150W2 upper limit corresponds to an approximate absolute magnitude upper limit of m > -2.75 mag.

Analysis of the field is ongoing.  We are working with the CHIME team to refine and improve the FRB position to match the JWST resolution."
17177,XRISM/Xtend Transient Search (XTS) detected an X-ray flare from an AGN candidate,https://www.astronomerstelegram.org/?read=17177,"XRISM/Xtend Transient Search (XTS) detected an X-ray flare from an AGN candidate

ATel #17177;  M. Yoshimoto (Ehime U.), K. Fukushima, Y. Kanemaru, S. Ogawa (JAXA), M. Audard (U. de Geneve), E. Behar (Technion), S. Inoue (Kyoto U.), Y. Ishihara (Chuo U.), T. Kohmura (TUS), Y. Maeda (JAXA), H. Matsumoto (Osaka U.), M. Mizumoto (UTEF), K. Mori (U. of Miyazaki), N. Nagashima (Chuo U.), M. Nobukawa (NUE), H. Noda (Tohoku U.), K. Pottschmidt (UMBC, NASA GSFC, CRESST), M. Shidatsu (Ehime U.), H. Sugai (Chuo U.), T. Takagi (Ehime U.), H. Takahashi (Hiroshima U.), Y. Terada (Saitama U.), Y. Terashima (Ehime U.), Y. Tsuboi (Chuo U.), H. Uchida (Kyoto U.), T. Yoneyama (Chuo U.) on 9 May 2025; 04:04 UTCredential Certification: Tomokage Yoneyama (tyoneyama263@g.chuo-u.ac.jp)

Subjects: X-ray, AGN, Transient, Tidal Disruption Event

XRISM/Xtend Transient Search (XTS) detected an X-ray brightening from an X-ray source XRISM J0918-1212 on 2025-05-06 TT. The source position is determined to be (R.A., Dec.) = (139.395, -12.200), with a systematic error of ∼ 40 arcsec. A plausible counterpart is the AGN candidate 2XMMi J091734.9-121159, which is located ∼ 2 arcsec apart from the position of XRISM J0918-1212. All statistical uncertainties in this report will be provided as a 90% confidence level unless stated otherwise.  
 
 
 
The flare started at 2025-05-06 at ~15:23 TT, reached its peak on 2025-05-06 at ∼ 20:40, and decayed on a scale of t(-0.9 +/-0.2).  
 
The peak flux is calculated as 6 × 10-13 erg s-1 cm-2 (0.4 – 10.0 keV). A systematic error of roughly 20% should be added to the statistical error. Corresponding luminosity is 3 × 1042 erg s-1 by assuming that XRISM J0918-1212 is a member galaxy of Hydra A cluster, whose distance is z = 0.05 (∼ 300 Mpc). Although the decaying time scale is ∼ t-1, this event might be a possible tidal disruption event. 
 
  
 
We derived the above systematic error for the flux by comparing our derived values for the sources detected with XTS in several observations with those for the corresponding X-ray counterparts. We estimated the systematic error for the source position from the separations between the detected sources with the corresponding counterparts in the same field of view."
